Gene	Up_In_Species	p_val	log2FC	Percent_of_Human_Cells	Percent_of_Macaque_Cells	Gene	Up_In_Species	p_val	log2FC	Percent_of_Human_Cells	Percent_of_Macaque_Cells	Gene	Up_In_Species	p_val	log2FC	Percent_of_Human_Cells	Percent_of_Macaque_Cells	Gene	Up_In_Species	p_val	log2FC	Percent_of_Human_Cells	Percent_of_Macaque_Cells	Gene	Up_In_Species	p_val	log2FC	Percent_of_Human_Cells	Percent_of_Macaque_Cells	Gene	Up_In_Species	p_val	log2FC	Percent_of_Human_Cells	Percent_of_Chimpanzee_Cells	Gene	Up_In_Species	p_val	log2FC	Percent_of_Human_Cells	Percent_of_Chimpanzee_Cells	Gene	Up_In_Species	p_val	log2FC	Percent_of_Human_Cells	Percent_of_Chimpanzee_Cells	Gene	Up_In_Species	p_val	log2FC	Percent_of_Human_Cells	Percent_of_Chimpanzee_Cells	Gene	Up_In_Species	p_val	log2FC	Percent_of_Human_Cells	Percent_of_Chimpanzee_Cells
CAMLG	macaque	0	0.40845882	0.311	0.388	LAGE3	macaque	0	0.936020434	0.072	0.524	GHITM	macaque	0.001706925	0.364673022	0.401	0.696	SCAI	macaque	0	0.843970566	0.279	0.545																																				
DDR1	macaque	0	0.407818131	0.318	0.33	CAMSAP1	macaque	0	0.932615418	0.371	0.756	LLPH	macaque	0.001720083	0.844122581	0.105	0.304	GNAZ	macaque	0	0.841739692	0.33	0.606																																				
RAI14	macaque	0	0.407704179	0.349	0.452	ITM2A	macaque	0	0.924405274	0.051	0.415	RPS15A	macaque	0.001726398	0.300499124	0.967	0.957	FNDC3A	macaque	0	0.841583351	0.322	0.531																																				
SAR1B	macaque	0	0.406566602	0.34	0.429	ARX	macaque	0	0.901817685	0.372	0.927	WASF3	macaque	0.001728456	0.914203892	0.086	0.304	STXBP5L	macaque	0	0.840556544	0.082	0.282																																				
HSPA1B	macaque	0	0.405279986	0.549	0.364	RP11-234B24.6	macaque	0	0.898262755	0.009	0.39	HAUS1	macaque	0.001732614	0.746875034	0.25	0.391	RP11-862G15.1	macaque	0	0.837716174	0	0.343																																				
CCNH	macaque	0	0.405019237	0.378	0.478	RP11-862G15.1	macaque	0	0.897136575	0.002	0.61	NRAS	macaque	0.001742205	0.903506831	0.27	0.565	FAM184B	macaque	0	0.830017692	0.059	0.272																																				
NDUFB7	macaque	0	0.404512863	0.284	0.397	EPB41L5	macaque	0	0.892674578	0.304	0.732	GNAQ	macaque	0.001747471	0.803342271	0.336	0.522	IRF2BP2	macaque	0	0.826390629	0.539	0.812																																				
ITGB1	macaque	0	0.404474601	0.403	0.492	CLIC4	macaque	0	0.890807925	0.365	0.744	TSC22D1	macaque	0.001840422	0.536277422	0.697	0.783	POLR1C	macaque	0	0.82133853	0.151	0.343																																				
RPL7P40	macaque	0	0.402124864	0	0.362	ZIC5	macaque	0	0.884494289	0.32	0.671	MIA3	macaque	0.001931333	0.325490156	0.336	0.304	SLC38A2	macaque	0	0.819712081	0.691	0.864																																				
RAB14	macaque	0	0.400029341	0.437	0.555	RPA3	macaque	0	0.881163629	0.269	0.707	RPSA	macaque	0.001979983	0.503909358	0.75	0.913	ATF7IP	macaque	0	0.809118464	0.54	0.84																																				
RPL35	macaque	0	0.399951853	0.81	0.877	FMR1	macaque	0	0.87304381	0.414	0.915	CDC5L	macaque	0.001988988	0.572590868	0.48	0.652	ACTBP1	macaque	0	0.807711619	0.002	0.549																																				
GNAI2	macaque	0	0.397705316	0.311	0.453	RP11-180C16.1	macaque	0	0.863037778	0.003	0.317	UCHL1	macaque	0.001992213	0.388705488	0.474	0.478	CCNG2	macaque	0	0.807654902	0.366	0.606																																				
RALGAPA2	macaque	0	0.397505675	0.454	0.552	ZNF260	macaque	0	0.861904634	0.271	0.695	PCBP1	macaque	0.002017878	0.72672845	0.243	0.478	ZNF260	macaque	0	0.799437647	0.246	0.427																																				
RPL22L1	macaque	0	0.396263139	0.159	0.274	AC098614.2	macaque	0	0.860780222	0.093	0.488	SVIP	macaque	0.002049382	0.619828079	0.125	0.261	ZNF280C	macaque	0	0.795417765	0.129	0.324																																				
FUBP1	macaque	0	0.394954429	0.764	0.893	ZNF134	macaque	0	0.843581651	0.194	0.72	SUMO1	macaque	0.002052165	0.279842483	0.711	0.565	GNG2	macaque	0	0.794955923	0.606	0.803																																				
YTHDF3	macaque	0	0.39400903	0.305	0.367	SSR3	macaque	0	0.838754444	0.43	0.744	TXN	macaque	0.002097312	0.437023493	0.605	0.609	CTC-429P9.3	macaque	0	0.793161941	0.131	0.31																																				
RPS16	macaque	0	0.392702098	0.718	0.761	TSPAN7	macaque	0	0.833416034	0.51	0.902	OXA1L	macaque	0.002116979	0.845428178	0.184	0.478	MIR181A1HG	macaque	0	0.790884741	0.336	0.549																																				
BEX2	macaque	0	0.392420656	0.396	0.503	RPS9	macaque	0	0.832519671	0.439	0.659	FOXP2	macaque	0.002193794	0.504132652	0.276	0.304	SNORD30	macaque	0	0.788744151	0.003	0.268																																				
XRN2	macaque	0	0.389656684	0.492	0.627	PRDX2P4	macaque	0	0.831292261	0.019	0.61	C1orf123	macaque	0.002201101	0.866534932	0.138	0.478	YWHAG	macaque	0	0.7834123	0.841	0.967																																				
FAM126A	macaque	0	0.389235021	0.346	0.404	COX7A1	macaque	0	0.817892784	0.007	0.415	PPP1R17	macaque	0.002266707	0.315178145	0.796	0.783	CASC4	macaque	0	0.779454279	0.375	0.582																																				
NDUFS7	macaque	0	0.387543954	0.187	0.267	LINC00854	macaque	0	0.813261536	0.093	0.439	ATP5G3	macaque	0.002279591	0.716177051	0.362	0.565	C4orf46	macaque	0	0.764558348	0.103	0.263																																				
RPL36AL	macaque	0	0.38696134	0.499	0.564	S100A11	macaque	0	0.812102036	0.009	0.378	TMEM178A	macaque	0.002313571	0.948761632	0.178	0.391	EIF4E	macaque	0	0.764058631	0.637	0.836																																				
TCF3	macaque	0	0.386704008	0.247	0.462	TSPAN13	macaque	0	0.806232809	0.072	0.451	EDF1	macaque	0.002340258	0.548078352	0.401	0.522	SNORD22	macaque	0	0.75447625	0	0.258																																				
TMEM108	macaque	0	0.386270932	0.333	0.415	PRKCSH	macaque	0	0.801233436	0.161	0.598	NCOA3	macaque	0.002355781	0.734664955	0.296	0.652	ZNHIT6	macaque	0	0.753859424	0.175	0.366																																				
DAD1	macaque	0	0.385920242	0.431	0.518	YRDC	macaque	0	0.79860663	0.094	0.341	PSMB7	macaque	0.00240338	0.325495668	0.711	0.652	TAF9	macaque	0	0.750930476	0.177	0.362																																				
KIF3A	macaque	0	0.385497342	0.474	0.568	YWHAG	macaque	0	0.785065962	0.523	0.915	NOP58	macaque	0.002412068	0.402115933	0.691	0.696	ITM2B	macaque	0	0.749992404	0.367	0.667																																				
LSM7	macaque	0	0.384694459	0.271	0.339	CASC4	macaque	0	0.779231565	0.463	0.829	MIR181A1HG	macaque	0.002417585	0.311736347	0.316	0.304	PARP8	macaque	0	0.74828871	0.116	0.291																																				
EIF4E2	macaque	0	0.384278595	0.301	0.322	SPTBN1	macaque	0	0.757946618	0.514	0.89	ODF2L	macaque	0.002441893	0.955666353	0.112	0.304	ENY2	macaque	0	0.747765268	0.364	0.54																																				
RPS7	macaque	0	0.383549611	0.705	0.78	RP11-611O2.5	macaque	0	0.756764781	0	0.28	BLOC1S1	macaque	0.002448933	0.41763839	0.289	0.304	RPS9	macaque	0	0.745072973	0.319	0.385																																				
MCL1	macaque	0	0.381679421	0.271	0.357	PLIN1	macaque	0	0.75449738	0.002	0.256	CAPZA1	macaque	0.00248219	0.384880191	0.763	0.739	CTC-510F12.6	macaque	0	0.744344917	0	0.319																																				
TMSB10	macaque	0	0.381508495	0.939	0.931	GDF9	macaque	0	0.749577326	0.016	0.512	FCHO2	macaque	0.002508932	0.741050229	0.164	0.261	SLC35D1	macaque	0	0.74092782	0.162	0.371																																				
RPS20	macaque	0	0.379375322	0.882	0.921	TMEM97	macaque	0	0.73536615	0.467	0.744	LIN7C	macaque	0.00255317	0.651395337	0.454	0.609	ZFHX4	macaque	0	0.738019876	0.316	0.606																																				
C14orf2	macaque	0	0.379323465	0.57	0.652	HSP90AA4P	macaque	0	0.731157535	0.344	0.78	AMMECR1L	macaque	0.002637047	0.747728502	0.086	0.348	SMDT1	macaque	0	0.735710527	0.297	0.408																																				
PAK3	macaque	0	0.378801674	0.487	0.545	ABCF1	macaque	0	0.72288565	0.479	0.537	ZFAS1	macaque	0.002645716	0.286513656	0.724	0.609	PRKCSH	macaque	0	0.730226647	0.146	0.38																																				
CLMP	macaque	0	0.37700273	0.24	0.274	S100A10	macaque	0	0.720261397	0.016	0.317	POLR2L	macaque	0.00265065	0.351008644	0.309	0.304	ITFG2	macaque	0	0.728158264	0.123	0.315																																				
CALM1	macaque	0	0.375307142	0.87	0.933	FGFBP3	macaque	0	0.711909998	0.528	0.829	KIT	macaque	0.002657155	0.98830231	0.092	0.261	MLF1	macaque	0	0.727022149	0.187	0.418																																				
ZKSCAN1	macaque	0	0.37308207	0.586	0.608	ARPC4	macaque	0	0.709817396	0.516	0.902	CBY1	macaque	0.002657278	0.941255801	0.092	0.391	ABI1	macaque	0	0.723555449	0.251	0.437																																				
POLR2I	macaque	0	0.372724622	0.265	0.343	FUOM	macaque	0	0.707389627	0.026	0.354	SEMA3C	macaque	0.002746416	0.782706035	0.263	0.609	RP11-736I10.2	macaque	0	0.718725098	0.001	0.455																																				
ZCCHC17	macaque	0	0.372071736	0.301	0.367	RP11-206F17.2	macaque	0	0.694130715	0.121	0.39	GDI1	macaque	0.002754444	0.487443419	0.566	0.565	C12orf57	macaque	0	0.714597989	0.488	0.676																																				
CBX1P1	macaque	0	0.371529364	0.032	0.255	TIMM8BP2	macaque	0	0.692132244	0.012	0.463	CSPP1	macaque	0.002762822	0.806717636	0.349	0.609	PCYOX1	macaque	0	0.714592839	0.296	0.488																																				
BUD31	macaque	0	0.36996216	0.286	0.364	CHCHD3P3	macaque	0	0.676561708	0.101	0.268	RPL24	macaque	0.002872977	0.337429511	0.928	0.913	WBP1L	macaque	0	0.712411322	0.182	0.451																																				
RUFY2	macaque	0	0.369496599	0.682	0.638	MMACHC	macaque	0	0.672035042	0.089	0.646	NDUFB2	macaque	0.002908011	0.28826931	0.717	0.652	SUB1	macaque	0	0.70899911	0.664	0.84																																				
CLNS1A	macaque	0	0.36793094	0.449	0.525	MYO3B	macaque	0	0.644713176	0.007	0.537	FAM60A	macaque	0.002910003	0.758554705	0.474	0.696	PTP4A1	macaque	0	0.705863802	0.59	0.831																																				
RABAC1	macaque	0	0.366799865	0.212	0.278	AC000032.2	macaque	0	0.639477057	0.014	0.366	FUBP1	macaque	0.002946164	0.488900358	0.783	0.957	ZNF652	macaque	0	0.704815294	0.315	0.507																																				
SEC22B	macaque	0	0.364473142	0.539	0.568	PTN	macaque	0	0.625188284	0.743	0.939	SLC39A11	macaque	0.003009413	0.625598485	0.283	0.391	SNX30	macaque	0	0.702527508	0.181	0.329																																				
CWC15	macaque	0	0.364306656	0.476	0.557	FABP7	macaque	0	0.622292379	0.762	0.963	NDUFAB1	macaque	0.003028637	0.477927504	0.428	0.391	WIPI2	macaque	0	0.701476304	0.198	0.352																																				
FKBP3	macaque	0	0.363677528	0.442	0.496	HSPA1A	macaque	0	0.610182234	0.684	0.671	ADNP2	macaque	0.003079641	0.58419175	0.243	0.261	SNHG16	macaque	0	0.701326543	0.218	0.408																																				
HSP90AA5P	macaque	0	0.363508886	0.014	0.267	RP11-301G21.1	macaque	0	0.603673183	0.021	0.341	MRPL16	macaque	0.003093756	0.622794097	0.164	0.261	FAT3	macaque	0	0.700374355	0.46	0.629																																				
SPCS1	macaque	0	0.361733115	0.346	0.429	RP11-82H13.2	macaque	0	0.575866488	0.03	0.415	HSP90B1	macaque	0.003287488	0.629698473	0.559	0.696	RP3-415N12.1	macaque	0	0.698290068	0.09	0.268																																				
MSI1	macaque	0	0.361446182	0.551	0.594	RP11-386G11.10	macaque	0	0.573239286	0.052	0.463	COPG2	macaque	0.003315689	0.798982927	0.23	0.435	OIP5-AS1	macaque	0	0.697484328	0.539	0.723																																				
ARGLU1	macaque	0	0.361051877	0.891	0.961	SETBP1	macaque	0	0.559887352	0.74	0.854	FXYD6	macaque	0.003362403	0.405489285	0.697	0.739	RPS26	macaque	0	0.695498613	0.737	0.901																																				
PTPRZ1	macaque	0	0.360905895	0.627	0.763	HSPA1B	macaque	0	0.535650069	0.691	0.646	TCEAL2	macaque	0.003425225	0.835492273	0.237	0.435	SRSF2	macaque	0	0.693049482	0.557	0.714																																				
CELF1	macaque	0	0.35991781	0.646	0.712	PANX3	macaque	0	0.529560072	0.007	0.366	LITAF	macaque	0.003462172	0.825737401	0.145	0.391	FAM60A	macaque	0	0.69015171	0.225	0.366																																				
NR2F1	macaque	0	0.356669223	0.388	0.517	NDUFA3	macaque	0	0.50371041	0.558	0.634	CCDC167	macaque	0.003555736	0.432219739	0.329	0.391	SPTBN1	macaque	0	0.689978077	0.743	0.883																																				
UHRF1	macaque	0	0.356604764	0.201	0.267	CACYBPP2	macaque	0	0.503345747	0.201	0.463	CXXC5	macaque	0.003599947	0.823303155	0.197	0.478	HSP90AA4P	macaque	0	0.688655	0.256	0.587																																				
SS18L2	macaque	0	0.354260866	0.254	0.316	RP11-793I11.1	macaque	0	0.495246581	0.012	0.354	PPP1R11	macaque	0.003714216	0.301210371	0.27	0.174	RPS18	macaque	0	0.684852526	0.957	0.958																																				
RPS28	macaque	0	0.350773196	0.776	0.782	TUBB	macaque	0	0.491198174	0.937	0.976	HMGB2	macaque	0.003717492	0.877572282	0.178	0.478	SETBP1	macaque	0	0.682632467	0.654	0.822																																				
SALL3	macaque	0	0.348821755	0.186	0.251	CBX1P1	macaque	0	0.468133988	0.033	0.451	MSL2	macaque	0.0037296	0.700999447	0.283	0.478	STARD7	macaque	0	0.679203073	0.487	0.718																																				
ATP5G1	macaque	0	0.348145743	0.35	0.427	MSI1	macaque	0	0.462312862	0.82	0.878	CLK4	macaque	0.003878073	0.714374321	0.197	0.435	NCOA3	macaque	0	0.676114316	0.353	0.526																																				
SCG5	macaque	0	0.346371611	0.32	0.359	RPS18	macaque	0	0.454754863	0.977	0.963	LEPROT	macaque	0.003919304	0.630684347	0.329	0.391	RP11-436D23.1	macaque	0	0.671360574	0.341	0.582																																				
YTHDC1	macaque	0	0.346029405	0.648	0.641	SFPQ	macaque	0	0.446728336	0.937	0.988	C3orf14	macaque	0.003948672	0.410152922	0.421	0.391	HN1	macaque	0	0.670300815	0.848	0.948																																				
NDUFA1	macaque	0	0.346005185	0.501	0.568	OR8D1	macaque	0	0.430578333	0	0.268	ATP6V0B	macaque	0.003990796	0.496667234	0.349	0.652	CDKN2AIPNL	macaque	0	0.663260182	0.188	0.399																																				
TXN	macaque	0	0.345839084	0.575	0.62	CTC-510F12.6	macaque	0	0.409759045	0	0.256	TIMM8B	macaque	0.004030934	0.625021629	0.362	0.522	FTO	macaque	0	0.662481207	0.538	0.704																																				
CD47	macaque	0	0.345579539	0.554	0.622	YWHAE	macaque	0	0.396529594	0.998	0.988	NDUFA6	macaque	0.004133499	0.459121929	0.5	0.522	HMGN2	macaque	0	0.662415945	0.668	0.812																																				
FYN	macaque	0	0.343667801	0.477	0.564	PTGES3P5	macaque	0	0.389039679	0	0.317	NDUFB3	macaque	0.004146738	0.386215033	0.316	0.261	ZBTB41	macaque	0	0.659481312	0.319	0.451																																				
TTC28	macaque	0	0.343195602	0.506	0.54	RP11-736I10.2	macaque	0	0.370207613	0	0.317	ID4	macaque	0.004162084	0.702645875	0.079	0.348	PPP1R15B	macaque	0	0.659418007	0.248	0.432																																				
ATXN10	macaque	0	0.340881277	0.447	0.501	RPL7P40	macaque	0	0.36912952	0	0.463	KDM6B	macaque	0.004238543	0.505239268	0.395	0.565	UBE2M	macaque	0	0.658325516	0.069	0.455																																				
HSP90B1	macaque	0	0.340691291	0.539	0.599	ACTBP1	macaque	0	0.363877134	0	0.39	ZNF548	macaque	0.004268492	0.891313668	0.191	0.522	REEP1	macaque	0	0.65583593	0.51	0.685																																				
CSRP2	macaque	0	0.33966926	0.484	0.562	RP11-334L9.1	macaque	0	0.34186883	0.045	0.366	VPS72	macaque	0.004284301	0.646359867	0.309	0.435	ARPC4	macaque	0	0.655017146	0.574	0.775																																				
PFDN2	macaque	0	0.338754012	0.29	0.344	RP4-560B9.4	macaque	0	0.33943325	0.002	0.268	RPL10A	macaque	0.004299795	0.312101684	0.638	0.609	JARID2	macaque	0	0.654698156	0.297	0.488																																				
LINC00461	macaque	0	0.334610206	0.759	0.817	RBMX	macaque	0	0.336891218	0.953	1	HACE1	macaque	0.004360661	0.775877619	0.151	0.304	ATP5E	macaque	0	0.652442832	0.712	0.845																																				
SRP14	macaque	0	0.334317322	0.893	0.914	HSP90AA5P	macaque	0	0.312073974	0.012	0.317	SLC38A2	macaque	0.004416676	0.363393459	0.711	0.826	GNAQ	macaque	0	0.649935806	0.623	0.77																																				
NFIA	macaque	0	0.333049711	0.735	0.83	TMED7	macaque	1.11E-16	0.801083359	0.241	0.598	SCHIP1	macaque	0.004498989	0.453103528	0.276	0.261	SERF2	macaque	0	0.64639857	0.604	0.765																																				
JUND	macaque	0	0.331937039	0.792	0.849	WASF3	macaque	1.11E-16	0.75221006	0.339	0.659	DUSP10	macaque	0.004576569	0.623354006	0.388	0.565	CASK	macaque	0	0.643721892	0.45	0.592																																				
PPDPF	macaque	0	0.331823363	0.112	0.258	11-Sep	macaque	1.11E-16	0.413601908	0.874	0.988	RAI14	macaque	0.004646423	0.802333876	0.309	0.478	CTC-444N24.11	macaque	0	0.633594504	0.394	0.615																																				
FAU	macaque	0	0.329606471	0.729	0.738	ACTB	macaque	2.22E-16	0.263352923	0.998	1	PKM	macaque	0.004724239	0.278118867	0.461	0.391	SATB2	macaque	0	0.633022398	0.726	0.84																																				
UQCR11	macaque	0	0.327959473	0.453	0.467	NFIA	macaque	3.33E-16	0.307370755	0.955	0.988	PEA15	macaque	0.004796499	0.720936125	0.303	0.522	KIAA1107	macaque	0	0.632612804	0.388	0.502																																				
PPIA	macaque	0	0.327803501	0.841	0.898	PNOC	macaque	6.66E-16	0.613319901	0.007	0.256	RAN	macaque	0.004895885	0.361721721	0.658	0.609	NFAT5	macaque	0	0.630479406	0.302	0.484																																				
HDAC2	macaque	0	0.327479619	0.783	0.828	ZNF776	macaque	7.77E-16	0.884737679	0.226	0.598	PDCD10	macaque	0.00491518	0.636044172	0.309	0.391	NFIC	macaque	0	0.623044854	0.24	0.432																																				
NPEPPS	macaque	0	0.326304883	0.666	0.677	RP3-510L9.1	macaque	7.77E-16	0.797595033	0.017	0.293	MED23	macaque	0.004955096	0.329140739	0.434	0.391	ITGB1	macaque	0	0.621870175	0.37	0.516																																				
ID2	macaque	0	0.325217227	0.558	0.657	CANX	macaque	8.88E-16	0.550206393	0.74	0.951	TUBB3	macaque	0.004987497	0.313005637	0.336	0.304	PCBP1	macaque	0	0.621835384	0.27	0.507																																				
RPL41	macaque	0	0.325046532	0.958	0.937	PPDPF	macaque	1.22E-15	0.503028663	0.131	0.415	HINT1	macaque	0.005141441	0.377109229	0.757	0.783	OR8D1	macaque	0	0.615860629	0	0.263																																				
CFDP1	macaque	0	0.324219326	0.53	0.601	MIR3682	macaque	1.33E-15	0.674895775	0.07	0.451	KLF3	macaque	0.005205943	0.695355077	0.237	0.391	GHITM	macaque	0	0.615558772	0.376	0.629																																				
TSC22D1	macaque	0	0.323619781	0.692	0.726	GBAS	macaque	1.55E-15	0.77379918	0.364	0.732	NDUFA2	macaque	0.005262271	0.254976936	0.276	0.174	CTDSPL2	macaque	0	0.614797147	0.353	0.54																																				
UBE2D3	macaque	0	0.321573329	0.582	0.627	GNAQ	macaque	1.67E-15	0.717747758	0.469	0.768	GNG5	macaque	0.00530378	0.333384452	0.336	0.304	TAOK1	macaque	0	0.611144311	0.684	0.822																																				
ROBO1	macaque	0	0.320422025	0.615	0.663	PXDC1	macaque	1.67E-15	0.70099383	0.066	0.427	FAM126A	macaque	0.005323893	0.56087767	0.553	0.652	SFPQ	macaque	0	0.610168817	0.94	1																																				
ATP5A1	macaque	0	0.317644029	0.653	0.722	CSNK2B	macaque	1.89E-15	0.56912536	0.528	0.634	TMX4	macaque	0.005359526	0.790473251	0.158	0.391	CBLB	macaque	0	0.609738031	0.547	0.648																																				
RPL37	macaque	0	0.315645921	0.889	0.933	RSRP1	macaque	3.00E-15	0.819923947	0.259	0.671	SNRPD1	macaque	0.005389045	0.383524528	0.487	0.652	VANGL2	macaque	0	0.608023664	0.338	0.446																																				
TOMM20	macaque	0	0.315376814	0.437	0.478	GABRB2	macaque	3.11E-15	0.814465897	0.091	0.451	USP13	macaque	0.005426616	0.607637456	0.158	0.261	GRIA2	macaque	0	0.605012661	0.893	0.948																																				
PDCD5	macaque	0	0.31168068	0.36	0.387	JPH1	macaque	4.11E-15	0.752428211	0.264	0.695	CCDC90B	macaque	0.005526267	0.486374365	0.289	0.304	TUBB	macaque	0	0.59662931	0.982	0.977																																				
COX5B	macaque	0	0.311477802	0.499	0.527	CCDC6	macaque	4.88E-15	0.878987582	0.259	0.61	PLEKHA5	macaque	0.005527684	0.378963944	0.408	0.609	NDUFB4	macaque	0	0.591167735	0.626	0.779																																				
PFDN1	macaque	0	0.308638601	0.423	0.452	MBNL1	macaque	5.00E-15	0.759095652	0.339	0.646	PAIP2	macaque	0.005607582	0.486084295	0.553	0.565	NDUFB1	macaque	0	0.59052321	0.486	0.671																																				
SSB	macaque	0	0.307620258	0.64	0.659	OIP5-AS1	macaque	5.55E-15	0.565003301	0.624	0.817	PCYT1B	macaque	0.005628399	0.907217575	0.066	0.304	CCDC50	macaque	0	0.588781784	0.497	0.653																																				
PSMA7	macaque	0	0.306567228	0.508	0.525	LUC7L2	macaque	5.88E-15	0.520687837	0.009	0.256	PALMD	macaque	0.005731881	0.741367206	0.309	0.478	ATP8A2	macaque	0	0.582625644	0.341	0.479																																				
MGST3	macaque	0	0.306540431	0.408	0.448	BRD2	macaque	7.55E-15	0.393087684	0.804	0.671	CEP162	macaque	0.00578941	0.54636291	0.283	0.391	ATP9A	macaque	0	0.58190624	0.564	0.643																																				
NAP1L4	macaque	0	0.302702327	0.618	0.571	GRIA2	macaque	8.66E-15	0.875142935	0.257	0.61	PRKCSH	macaque	0.00585114	0.607297812	0.132	0.435	SSR3	macaque	0	0.58137261	0.335	0.371																																				
ATP5I	macaque	0	0.302299869	0.592	0.638	OLFM2	macaque	1.02E-14	0.61086764	0.192	0.5	C14orf2	macaque	0.005891835	0.337400585	0.632	0.609	TMEM258	macaque	0	0.581200204	0.518	0.69																																				
TBL1XR1	macaque	0	0.29864404	0.896	0.954	MYEOV2	macaque	1.18E-14	0.612058789	0.514	0.793	TMEM258	macaque	0.005970888	0.272308487	0.586	0.478	BRD2	macaque	0	0.58002105	0.663	0.573																																				
